172.23.72.184;2022-12-15 10:26:02.488061;Erro;Erro;
172.23.72.184;2022-12-16 09:39:53.779452;-20.478675440;-43.937756704
172.23.72.184;2023-10-23 11:09:44.446961;Erro;Erro;
172.23.72.184;2023-10-23 11:10:19.276592;Erro;Erro;
172.23.72.184;2023-10-23 11:10:52.044647;Erro;Erro;
172.23.72.184;2023-10-23 11:11:26.856596;Erro;Erro;
172.23.72.184;2023-10-23 11:12:01.660903;Erro;Erro;
172.23.72.184;2023-10-23 11:12:36.476641;Erro;Erro;
172.23.72.184;2023-10-23 11:13:09.256742;Erro;Erro;
172.23.72.184;2023-10-23 11:13:44.076646;Erro;Erro;
172.23.72.184;2023-10-23 11:14:18.896634;Erro;Erro;
172.23.72.184;2023-10-23 11:14:53.692931;Erro;Erro;
172.23.72.184;2023-10-23 11:15:26.468733;Erro;Erro;
172.23.72.184;2023-10-23 11:16:01.280858;Erro;Erro;
172.23.72.184;2023-10-23 11:16:34.064592;Erro;Erro;
172.23.72.184;2023-10-23 11:17:08.860709;Erro;Erro;
172.23.72.184;2023-10-23 11:17:43.676908;Erro;Erro;
172.23.72.184;2023-10-23 11:18:18.504659;Erro;Erro;
172.23.72.184;2023-10-23 11:18:53.324643;Erro;Erro;
172.23.72.184;2023-10-23 11:19:28.124925;Erro;Erro;
172.23.72.184;2023-10-23 11:20:00.904668;Erro;Erro;
172.23.72.184;2023-10-23 11:20:35.708644;Erro;Erro;
172.23.72.184;2023-10-23 11:21:08.496627;Erro;Erro;
172.23.72.184;2023-10-23 11:21:43.296899;Erro;Erro;
172.23.72.184;2023-10-23 11:22:20.156897;Erro;Erro;
172.23.72.184;2023-10-23 11:22:54.976866;Erro;Erro;
172.23.72.184;2023-10-23 11:23:27.756642;Erro;Erro;
172.23.72.184;2023-10-23 11:24:02.556898;Erro;Erro;
172.23.72.184;2023-10-23 11:24:37.372653;Erro;Erro;
172.23.72.184;2023-10-23 11:25:10.140998;Erro;Erro;
172.23.72.184;2023-10-23 11:25:44.956909;Erro;Erro;
172.23.72.184;2023-10-23 11:26:21.820906;Erro;Erro;
172.23.72.184;2023-10-23 11:26:54.596883;Erro;Erro;
172.23.72.184;2023-10-23 11:27:29.404928;Erro;Erro;
172.23.72.184;2023-10-23 11:28:02.184666;Erro;Erro;
172.23.72.184;2023-10-23 11:28:37.004584;Erro;Erro;
172.23.72.184;2023-10-23 11:29:09.760904;Erro;Erro;
172.23.72.184;2023-10-23 11:29:44.572929;Erro;Erro;
172.23.72.184;2023-10-23 11:30:21.452603;Erro;Erro;
172.23.72.184;2023-10-23 11:30:54.224647;Erro;Erro;
172.23.72.184;2023-10-23 11:31:29.020948;Erro;Erro;
172.23.72.184;2023-10-23 11:32:01.800657;Erro;Erro;
172.23.72.184;2023-10-23 11:32:36.612653;Erro;Erro;
172.23.72.184;2023-10-23 11:33:11.420914;Erro;Erro;
172.23.72.184;2023-10-23 11:33:44.189186;Erro;Erro;
172.23.72.184;2023-10-23 11:34:21.068630;Erro;Erro;
172.23.72.184;2023-10-23 11:34:53.832664;Erro;Erro;
172.23.72.184;2023-10-23 11:35:28.648675;Erro;Erro;
172.23.72.184;2023-10-23 11:36:03.452956;Erro;Erro;
172.23.72.184;2023-10-23 11:36:36.220814;Erro;Erro;
172.23.72.184;2023-10-23 11:37:11.040896;Erro;Erro;
172.23.72.184;2023-10-23 11:37:43.816632;Erro;Erro;
172.23.72.184;2023-10-23 11:38:20.692652;Erro;Erro;
172.23.72.184;2023-10-23 11:38:55.492860;Erro;Erro;
172.23.72.184;2023-10-23 11:39:28.260716;Erro;Erro;
172.23.72.184;2023-10-23 11:40:03.072935;Erro;Erro;
172.23.72.184;2023-10-23 11:40:37.896627;Erro;Erro;
172.23.72.184;2023-10-23 11:41:10.660610;Erro;Erro;
172.23.72.184;2023-10-23 11:41:45.468952;Erro;Erro;
172.23.72.184;2023-10-23 11:42:20.292873;Erro;Erro;
172.23.72.184;2023-10-23 11:42:55.108848;Erro;Erro;
172.23.72.184;2023-10-23 11:43:27.876677;Erro;Erro;
172.23.72.184;2023-10-23 11:44:02.692902;Erro;Erro;
172.23.72.184;2023-10-23 11:44:37.500634;Erro;Erro;
172.23.72.184;2023-10-23 11:45:10.280597;Erro;Erro;
172.23.72.184;2023-10-23 11:45:45.084910;Erro;Erro;
172.23.72.184;2023-10-23 11:46:19.905008;Erro;Erro;
172.23.72.184;2023-10-23 11:46:54.724895;Erro;Erro;
172.23.72.184;2023-10-23 11:47:29.532924;Erro;Erro;
172.23.72.184;2023-10-23 11:48:04.352596;Erro;Erro;
172.23.72.184;2023-10-23 11:48:37.132616;Erro;Erro;
172.23.72.184;2023-10-23 11:49:11.940854;Erro;Erro;
172.23.72.184;2023-10-23 11:49:44.700903;Erro;Erro;
172.23.72.184;2023-10-23 11:50:19.528627;Erro;Erro;
172.23.72.184;2023-10-23 11:50:54.336919;Erro;Erro;
172.23.72.184;2023-10-23 11:51:29.152860;Erro;Erro;
172.23.72.184;2023-10-23 11:52:01.920866;Erro;Erro;
172.23.72.184;2023-10-23 11:52:36.732751;Erro;Erro;
172.23.72.184;2023-10-23 11:53:09.512647;Erro;Erro;
172.23.72.184;2023-10-23 11:53:44.332452;Erro;Erro;
172.23.72.184;2023-10-23 11:54:21.188860;Erro;Erro;
172.23.72.184;2023-10-23 11:54:53.956858;Erro;Erro;
172.23.72.184;2023-10-23 11:55:28.776644;Erro;Erro;
172.23.72.184;2023-10-23 11:56:03.580641;Erro;Erro;
172.23.72.184;2023-10-23 11:56:36.360587;Erro;Erro;
172.23.72.184;2023-10-23 11:57:11.164928;Erro;Erro;
172.23.72.184;2023-10-23 11:57:43.952608;Erro;Erro;
172.23.72.184;2023-10-23 11:58:20.816598;Erro;Erro;
172.23.72.184;2023-10-23 11:58:53.580606;Erro;Erro;
172.23.72.184;2023-10-23 11:59:28.388887;Erro;Erro;
172.23.72.184;2023-10-23 12:00:01.168646;Erro;Erro;
172.23.72.184;2023-10-23 12:00:35.976589;Erro;Erro;
172.23.72.184;2023-10-23 12:01:10.784829;Erro;Erro;
172.23.72.184;2023-10-23 12:01:43.560605;Erro;Erro;
172.23.72.184;2023-10-23 12:02:20.412921;Erro;Erro;
172.23.72.184;2023-10-23 12:02:55.252606;Erro;Erro;
172.23.72.184;2023-10-23 12:03:28.004862;Erro;Erro;
172.23.72.184;2023-10-23 12:04:00.784665;Erro;Erro;
172.23.72.184;2023-10-23 12:04:35.600643;Erro;Erro;
172.23.72.184;2023-10-23 12:05:10.404862;Erro;Erro;
172.23.72.184;2023-10-23 12:05:45.216846;Erro;Erro;
172.23.72.184;2023-10-23 12:06:20.068618;Erro;Erro;
172.23.72.184;2023-10-23 12:06:54.864620;Erro;Erro;
172.23.72.184;2023-10-23 12:07:29.668685;Erro;Erro;
172.23.72.184;2023-10-23 12:08:02.432860;Erro;Erro;
172.23.72.184;2023-10-23 12:08:37.252617;Erro;Erro;
172.23.72.184;2023-10-23 12:09:10.012933;Erro;Erro;
172.23.72.184;2023-10-23 12:09:44.832867;Erro;Erro;
172.23.72.184;2023-10-23 12:10:19.660600;Erro;Erro;
172.23.72.184;2023-10-23 12:10:54.476604;Erro;Erro;
172.23.72.184;2023-10-23 12:11:29.276933;Erro;Erro;
172.23.72.184;2023-10-23 12:12:02.076631;Erro;Erro;
172.23.72.184;2023-10-23 12:12:36.876592;Erro;Erro;
172.23.72.184;2023-10-23 12:13:09.644594;Erro;Erro;
172.23.72.184;2023-10-23 12:13:44.448920;Erro;Erro;
172.23.72.184;2023-10-23 12:14:19.268862;Erro;Erro;
172.23.72.184;2023-10-23 12:14:54.076907;Erro;Erro;
172.23.72.184;2023-10-23 12:15:28.896866;Erro;Erro;
172.23.72.184;2023-10-23 12:16:01.676640;Erro;Erro;
172.23.72.184;2023-10-23 12:16:36.480126;Erro;Erro;
172.23.72.184;2023-10-23 12:17:11.304625;Erro;Erro;
172.23.72.184;2023-10-23 12:17:46.108947;Erro;Erro;
172.23.72.184;2023-10-23 12:18:20.924974;Erro;Erro;
172.23.72.184;2023-10-23 12:18:55.740924;Erro;Erro;
172.23.72.184;2023-10-23 12:19:28.512912;Erro;Erro;
172.23.72.184;2023-10-23 12:20:03.332777;Erro;Erro;
172.23.72.184;2023-10-23 12:20:17.711280;-20.475932999;-43.922872498
172.23.72.184;2023-10-23 12:20:38.144567;Erro;Erro;
172.23.72.184;2023-10-23 12:20:40.229314;-20.475927821;-43.922873576
172.23.72.184;2023-10-23 12:20:44.232470;-20.475927336;-43.922873607
172.23.72.184;2023-10-23 12:21:10.924639;Erro;Erro;
172.23.72.184;2023-10-23 12:21:18.361461;-20.475925822;-43.922870441
172.23.72.184;2023-10-23 12:21:53.212433;-20.475922119;-43.922868957
172.23.72.184;2023-10-23 12:22:27.061399;-20.475921581;-43.922867583
172.23.72.184;2023-10-23 12:23:01.241453;-20.476743324;-43.923048088
172.23.72.184;2023-10-23 12:23:35.677554;-20.476373331;-43.923637948
172.23.72.184;2023-10-23 12:24:11.613185;-20.474946103;-43.922613868
172.23.72.184;2023-10-23 12:24:45.278834;-20.473226313;-43.923540198
172.23.72.184;2023-10-23 12:25:19.715288;-20.470911805;-43.923620441
172.23.72.184;2023-10-23 12:25:53.970679;-20.468872840;-43.923481732
172.23.72.184;2023-10-23 12:26:28.356557;-20.467007098;-43.923447734
172.23.72.184;2023-10-23 12:27:03.232409;-20.466317495;-43.925442183
172.23.72.184;2023-10-23 12:27:38.354784;-20.464339112;-43.925931632
172.23.72.184;2023-10-23 12:28:13.449488;-20.461924322;-43.925056947
172.23.72.184;2023-10-23 12:28:47.777421;-20.458679857;-43.924398176
172.23.72.184;2023-10-23 12:29:21.928104;-20.456524230;-43.922490521
172.23.72.184;2023-10-23 12:29:56.466551;-20.453775933;-43.920146939
172.23.72.184;2023-10-23 12:30:29.549414;-20.451296199;-43.919136260
172.23.72.184;2023-10-23 12:31:03.839098;-20.451331888;-43.919244378
172.23.72.184;2023-10-23 12:31:40.217404;-20.451300748;-43.919236458
172.23.72.184;2023-10-23 12:32:15.225586;-20.451301558;-43.919236928
172.23.72.184;2023-10-23 12:32:49.264886;-20.451301769;-43.919237290
172.23.72.184;2023-10-23 12:33:23.075031;-20.451300368;-43.919237521
172.23.72.184;2023-10-23 12:33:57.361684;-20.450883366;-43.919236563
172.23.72.184;2023-10-23 12:34:31.470370;-20.451012942;-43.919417132
172.23.72.184;2023-10-23 12:35:05.470316;-20.451013192;-43.919417130
172.23.72.184;2023-10-23 12:35:40.552322;-20.451012861;-43.919417286
172.23.72.184;2023-10-23 12:36:15.244838;-20.451013088;-43.919416962
172.23.72.184;2023-10-23 12:36:49.458181;-20.451012870;-43.919417240
172.23.72.184;2023-10-23 12:37:23.244847;-20.451012624;-43.919417521
172.23.72.184;2023-10-23 12:37:57.285737;-20.451012778;-43.919417287
172.23.72.184;2023-10-23 12:38:31.220741;-20.451012946;-43.919417121
172.23.72.184;2023-10-23 12:39:05.828387;-20.451015355;-43.919407618
172.23.72.184;2023-10-23 12:39:40.730774;-20.451672375;-43.919219333
172.23.72.184;2023-10-23 12:40:15.317434;-20.452494115;-43.919628532
172.23.72.184;2023-10-23 12:40:49.431682;-20.453313423;-43.920019205
172.23.72.184;2023-10-23 12:41:23.117498;-20.454104162;-43.920411707
172.23.72.184;2023-10-23 12:41:57.313446;-20.454856163;-43.920928446
172.23.72.184;2023-10-23 12:42:32.084475;-20.455590395;-43.921507338
172.23.72.184;2023-10-23 12:43:10.074208;-20.456257480;-43.922283692
172.23.72.184;2023-10-23 12:43:45.027111;-20.457220302;-43.923469893
172.23.72.184;2023-10-23 12:44:19.097113;-20.459270250;-43.924697336
172.23.72.184;2023-10-23 12:44:53.303636;-20.461326021;-43.925013432
172.23.72.184;2023-10-23 12:45:27.241319;-20.463279928;-43.925747113
172.23.72.184;2023-10-23 12:46:01.914919;-20.465079958;-43.926225412
172.23.72.184;2023-10-23 12:46:40.708890;-20.466423798;-43.925207020
172.23.72.184;2023-10-23 12:47:13.986817;-20.466707852;-43.923810277
172.23.72.184;2023-10-23 12:47:48.416499;-20.467970546;-43.923619022
172.23.72.184;2023-10-23 12:48:23.134568;-20.469278636;-43.923589866
172.23.72.184;2023-10-23 12:48:57.471780;-20.470571599;-43.923703868
172.23.72.184;2023-10-23 12:49:31.445367;-20.472162548;-43.923924719
172.23.72.184;2023-10-23 12:50:07.365783;-20.473907016;-43.923414184
172.23.72.184;2023-10-23 12:50:43.676373;-20.475347966;-43.921748504
172.23.72.184;2023-10-23 12:51:18.967296;-20.475638723;-43.919776390
172.23.72.184;2023-10-23 12:51:52.969388;-20.477144789;-43.919402979
172.23.72.184;2023-10-23 12:52:27.495840;-20.476979973;-43.919624972
172.23.72.184;2023-10-23 12:53:01.563001;-20.476982078;-43.919625467
172.23.72.184;2023-10-23 12:53:36.433372;-20.476988160;-43.919615040
172.23.72.184;2023-10-23 12:54:13.821437;-20.475671970;-43.919626319
172.23.72.184;2023-10-23 12:54:47.900738;-20.474823540;-43.920006729
172.23.72.184;2023-10-23 12:55:22.328382;-20.475030409;-43.922257769
172.23.72.184;2023-10-23 12:55:56.559909;-20.475165959;-43.922964309
172.23.72.184;2023-10-23 12:56:31.113235;-20.477060584;-43.923565459
172.23.72.184;2023-10-23 12:57:05.550960;-20.476481763;-43.923022346
172.23.72.184;2023-10-23 12:57:40.854389;-20.476228915;-43.923005078
172.23.72.184;2023-10-23 13:00:26.116861;Erro;Erro;
172.23.72.184;2023-10-23 13:01:00.940587;Erro;Erro;
172.23.72.184;2023-10-23 13:01:33.708619;Erro;Erro;
172.23.72.184;2023-10-23 13:02:08.524598;Erro;Erro;
172.23.72.184;2023-10-23 13:02:43.344637;Erro;Erro;
172.23.72.184;2023-10-23 13:03:20.188903;Erro;Erro;
172.23.72.184;2023-10-23 13:03:55.036630;Erro;Erro;
172.23.72.184;2023-10-23 13:04:29.824879;Erro;Erro;
172.23.72.184;2023-10-23 13:05:04.636732;Erro;Erro;
172.23.72.184;2023-10-23 13:05:39.452875;Erro;Erro;
172.23.72.184;2023-10-23 13:06:12.232630;Erro;Erro;
172.23.72.184;2023-10-23 13:06:47.036892;Erro;Erro;
172.23.72.184;2023-10-23 13:07:23.908858;Erro;Erro;
172.23.72.184;2023-10-23 13:07:58.716909;Erro;Erro;
172.23.72.184;2023-10-23 13:08:33.532656;Erro;Erro;
172.23.72.184;2023-10-23 13:09:06.320470;Erro;Erro;
172.23.72.184;2023-10-23 13:09:41.116903;Erro;Erro;
172.23.72.184;2023-10-23 13:10:17.988685;Erro;Erro;
172.23.72.184;2023-10-23 13:10:54.844901;Erro;Erro;
172.23.72.184;2023-10-23 13:11:29.672634;Erro;Erro;
172.23.72.184;2023-10-23 13:12:02.440598;Erro;Erro;
172.23.72.184;2023-10-23 13:12:37.248896;Erro;Erro;
172.23.72.184;2023-10-23 13:13:12.060909;Erro;Erro;
172.23.72.184;2023-10-23 13:13:48.924897;Erro;Erro;
172.23.72.184;2023-10-23 13:14:25.788918;Erro;Erro;
172.23.72.184;2023-10-23 13:14:58.576618;Erro;Erro;
172.23.72.184;2023-10-23 13:15:33.384736;Erro;Erro;
172.23.72.184;2023-10-23 13:16:08.196887;Erro;Erro;
172.23.72.184;2023-10-23 13:16:43.020602;Erro;Erro;
172.23.72.184;2023-10-23 13:17:17.832631;Erro;Erro;
172.23.72.184;2023-10-23 13:17:54.700597;Erro;Erro;
172.23.72.184;2023-10-23 13:18:29.508853;Erro;Erro;
172.23.72.184;2023-10-23 13:19:02.276867;Erro;Erro;
172.23.72.184;2023-10-23 13:19:37.088643;Erro;Erro;
172.23.72.184;2023-10-23 13:20:11.908857;Erro;Erro;
172.23.72.184;2023-10-23 13:20:48.764969;Erro;Erro;
172.23.72.184;2023-10-23 13:21:25.636864;Erro;Erro;
172.23.72.184;2023-10-23 13:21:58.400943;Erro;Erro;
172.23.72.184;2023-10-23 13:22:33.228591;Erro;Erro;
172.23.72.184;2023-10-23 13:22:37.347672;-20.476241273;-43.922933448
172.23.72.184;2023-10-23 13:22:40.413742;-20.476223472;-43.922882382
172.23.72.184;2023-10-23 13:22:44.732470;-20.476186124;-43.922822768
172.23.72.184;2023-10-23 13:23:08.028782;Erro;Erro;
172.23.72.184;2023-10-23 13:23:19.557430;-20.475992555;-43.921889937
172.23.72.184;2023-10-23 13:23:53.529368;-20.475950413;-43.921431989
172.23.72.184;2023-10-23 13:24:28.632592;-20.475783080;-43.921229684
172.23.72.184;2023-10-23 13:27:13.788919;Erro;Erro;
172.23.72.184;2023-10-23 13:27:48.612888;Erro;Erro;
172.23.72.184;2023-10-23 13:28:23.432629;Erro;Erro;
172.23.72.184;2023-10-23 13:29:00.284918;Erro;Erro;
172.23.72.184;2023-10-23 13:29:33.060850;Erro;Erro;
172.23.72.184;2023-10-23 13:30:07.884630;Erro;Erro;
172.23.72.184;2023-10-23 13:30:42.696692;Erro;Erro;
172.23.72.184;2023-10-23 13:31:17.516636;Erro;Erro;
172.23.72.184;2023-10-23 13:31:54.364924;Erro;Erro;
172.23.72.184;2023-10-23 13:32:29.180922;Erro;Erro;
172.23.72.184;2023-10-23 13:33:01.960640;Erro;Erro;
172.23.72.184;2023-10-23 13:33:36.772579;Erro;Erro;
172.23.72.184;2023-10-23 13:34:11.584866;Erro;Erro;
172.23.72.184;2023-10-23 13:34:48.444984;Erro;Erro;
172.23.72.184;2023-10-23 13:35:25.312863;Erro;Erro;
172.23.72.184;2023-10-23 13:36:00.128861;Erro;Erro;
172.23.72.184;2023-10-23 13:36:34.941487;Erro;Erro;
172.23.72.184;2023-10-23 13:37:07.709294;Erro;Erro;
172.23.72.184;2023-10-23 13:37:42.524908;Erro;Erro;
172.23.72.184;2023-10-23 13:38:17.364630;Erro;Erro;
172.23.72.184;2023-10-23 13:38:54.204904;Erro;Erro;
172.23.72.184;2023-10-23 13:39:29.020908;Erro;Erro;
172.23.72.184;2023-10-23 13:40:03.836565;Erro;Erro;
172.23.72.184;2023-10-23 13:40:38.653197;Erro;Erro;
172.23.72.184;2023-10-23 13:41:13.472599;Erro;Erro;
172.23.72.184;2023-10-23 13:41:50.336866;Erro;Erro;
172.23.72.184;2023-10-23 13:42:25.156861;Erro;Erro;
172.23.72.184;2023-10-23 13:42:59.964924;Erro;Erro;
172.23.72.184;2023-10-23 13:43:34.784639;Erro;Erro;
172.23.72.184;2023-10-23 13:44:09.596788;Erro;Erro;
172.23.72.184;2023-10-23 13:44:42.364833;Erro;Erro;
172.23.72.184;2023-10-23 13:45:19.228943;Erro;Erro;
172.23.72.184;2023-10-23 13:45:54.052897;Erro;Erro;
172.23.72.184;2023-10-23 13:46:30.908944;Erro;Erro;
172.23.72.184;2023-10-23 13:47:03.684573;Erro;Erro;
172.23.72.184;2023-10-23 13:47:38.504624;Erro;Erro;
172.23.72.184;2023-10-23 13:48:13.316618;Erro;Erro;
172.23.72.184;2023-10-23 13:48:48.124907;Erro;Erro;
172.23.72.184;2023-10-23 13:49:22.952609;Erro;Erro;
172.23.72.184;2023-10-23 13:49:59.808873;Erro;Erro;
172.23.72.184;2023-10-23 13:50:34.628665;Erro;Erro;
172.23.72.184;2023-10-23 13:51:09.436719;Erro;Erro;
172.23.72.184;2023-10-23 13:51:44.256866;Erro;Erro;
172.23.72.184;2023-10-23 13:52:10.377699;0.000000000;0.000000000
172.23.72.184;2023-10-23 13:52:21.116910;Erro;Erro;
172.23.72.184;2023-10-23 13:52:25.244469;-20.475785549;-43.921218528
172.23.72.184;2023-10-23 13:52:29.237516;-20.475782517;-43.921228935
172.23.72.184;2023-10-23 13:52:55.932898;Erro;Erro;
172.23.72.184;2023-10-23 13:54:30.449045;-20.475986833;-43.921519810
172.23.72.184;2023-10-23 13:54:44.506279;-20.475991527;-43.921520223
172.23.72.184;2023-10-23 13:54:50.062914;-20.475992256;-43.921520209
172.23.72.184;2023-10-23 13:55:13.156897;Erro;Erro;
172.23.72.184;2023-10-23 13:55:25.064068;-20.476035471;-43.921469397
172.23.72.184;2023-10-23 13:55:59.297403;-20.476154427;-43.921335320
172.23.72.184;2023-10-23 13:58:44.097153;Erro;Erro;
172.23.72.184;2023-10-23 13:59:20.960865;Erro;Erro;
172.23.72.184;2023-10-23 13:59:55.772920;Erro;Erro;
172.23.72.184;2023-10-23 14:00:30.596903;Erro;Erro;
172.23.72.184;2023-10-23 14:01:05.412611;Erro;Erro;
172.23.72.184;2023-10-23 14:01:40.232658;Erro;Erro;
172.23.72.184;2023-10-23 14:02:15.048652;Erro;Erro;
172.23.72.184;2023-10-23 14:02:53.948902;Erro;Erro;
172.23.72.184;2023-10-23 14:03:26.740634;Erro;Erro;
172.23.72.184;2023-10-23 14:04:01.540895;Erro;Erro;
172.23.72.184;2023-10-23 14:04:36.352670;Erro;Erro;
172.23.72.184;2023-10-23 14:05:11.172756;Erro;Erro;
172.23.72.184;2023-10-23 14:05:48.040627;Erro;Erro;
172.23.72.184;2023-10-23 14:06:24.916618;Erro;Erro;
172.23.72.184;2023-10-23 14:06:59.720625;Erro;Erro;
172.23.72.184;2023-10-24 11:33:04.657126;Erro;Erro;
172.23.72.184;2023-10-24 11:33:39.472186;Erro;Erro;
172.23.72.184;2023-10-24 11:34:14.311951;Erro;Erro;
172.23.72.184;2023-10-24 11:34:49.112153;Erro;Erro;
172.23.72.184;2023-10-24 11:35:21.872194;Erro;Erro;
172.23.72.184;2023-10-24 11:35:56.688015;Erro;Erro;
172.23.72.184;2023-10-24 11:36:29.456012;Erro;Erro;
172.23.72.184;2023-10-24 11:37:04.275909;Erro;Erro;
172.23.72.184;2023-10-24 11:37:39.099950;Erro;Erro;
172.23.72.184;2023-10-24 11:38:13.919921;Erro;Erro;
172.23.72.184;2023-10-24 11:38:46.687938;Erro;Erro;
172.23.72.184;2023-10-24 11:39:19.440247;Erro;Erro;
172.23.72.184;2023-10-24 11:39:54.255883;Erro;Erro;
172.23.72.184;2023-10-24 11:40:29.080012;Erro;Erro;
172.23.72.184;2023-10-24 11:41:03.896165;Erro;Erro;
172.23.72.184;2023-10-24 11:41:38.708213;Erro;Erro;
172.23.72.184;2023-10-24 11:42:13.535867;Erro;Erro;
172.23.72.184;2023-10-24 11:42:48.336194;Erro;Erro;
172.23.72.184;2023-10-24 11:43:21.119985;Erro;Erro;
172.23.72.184;2023-10-24 11:43:53.879885;Erro;Erro;
172.23.72.184;2023-10-24 11:44:28.688198;Erro;Erro;
172.23.72.184;2023-10-24 11:45:03.504236;Erro;Erro;
172.23.72.184;2023-10-24 11:45:38.343931;Erro;Erro;
172.23.72.184;2023-10-24 11:46:13.136265;Erro;Erro;
172.23.72.184;2023-10-24 11:46:47.963931;Erro;Erro;
172.23.72.184;2023-10-24 11:47:20.735925;Erro;Erro;
172.23.72.184;2023-10-24 11:47:55.543888;Erro;Erro;
172.23.72.184;2023-10-24 11:48:28.327935;Erro;Erro;
172.23.72.184;2023-10-24 11:49:03.122719;Erro;Erro;
172.23.72.184;2023-10-24 11:49:40.007910;Erro;Erro;
172.23.72.184;2023-10-24 11:50:14.804197;Erro;Erro;
172.23.72.184;2023-10-24 11:50:47.568266;Erro;Erro;
172.23.72.184;2023-10-24 11:51:20.336196;Erro;Erro;
172.23.72.184;2023-10-24 11:51:55.155892;Erro;Erro;
172.23.72.184;2023-10-24 11:52:29.976183;Erro;Erro;
172.23.72.184;2023-10-24 11:53:02.751915;Erro;Erro;
172.23.72.184;2023-10-24 11:53:37.567910;Erro;Erro;
172.23.72.184;2023-10-24 11:54:12.391918;Erro;Erro;
172.23.72.184;2023-10-24 11:54:47.184248;Erro;Erro;
172.23.72.184;2023-10-24 11:55:19.971912;Erro;Erro;
172.23.72.184;2023-10-24 11:55:54.767934;Erro;Erro;
172.23.72.184;2023-10-24 11:56:27.555893;Erro;Erro;
172.23.72.184;2023-10-24 11:57:02.360221;Erro;Erro;
172.23.72.184;2023-10-24 11:57:37.172168;Erro;Erro;
172.23.72.184;2023-10-24 11:58:12.015936;Erro;Erro;
172.23.72.184;2023-10-24 11:58:46.811915;Erro;Erro;
172.23.72.184;2023-10-24 11:59:21.631977;Erro;Erro;
172.23.72.184;2023-10-24 11:59:54.387890;Erro;Erro;
172.23.72.184;2023-10-24 12:00:27.163935;Erro;Erro;
172.23.72.184;2023-10-24 12:01:01.979922;Erro;Erro;
172.23.72.184;2023-10-24 12:01:38.847881;Erro;Erro;
172.23.72.184;2023-10-24 12:02:11.615884;Erro;Erro;
172.23.72.184;2023-10-24 12:02:46.431903;Erro;Erro;
172.23.72.184;2023-10-24 12:03:21.243937;Erro;Erro;
172.23.72.184;2023-10-24 12:03:54.011907;Erro;Erro;
172.23.72.184;2023-10-24 12:04:28.839907;Erro;Erro;
172.23.72.184;2023-10-24 12:05:01.592158;Erro;Erro;
